JENO,DR_sum,CR_sum,Differ
201711201742,77000,77000,0
201711201743,77000,77000,0
201711201744,55000,55000,0
201711201745,77000,77000,0
201711201746,77000,77000,0
201711201747,55000,55000,0
201711201748,55000,55000,0
201711201749,99000,99000,0
201711201750,99000,99000,0
201711201751,165000,165000,0
201711201752,99000,99000,0
201711201753,55000,55000,0
201711201754,55000,55000,0
201711201755,176000,176000,0
201711201756,88000,88000,0
201711201757,88000,88000,0
201711201758,55000,55000,0
201711201759,77000,77000,0
201711201760,55000,55000,0
201711201761,187000,187000,0
201711201762,110000,110000,0
201711201763,77000,77000,0
201711201764,77000,77000,0
201711201765,77000,77000,0
201711201766,55000,55000,0
201711201767,121000,121000,0
201711201768,55000,55000,0
201711201769,55000,55000,0
201711201770,77000,77000,0
201711201771,55000,55000,0
201711201772,121000,121000,0
201711201773,77000,77000,0
201711201774,55000,55000,0
201711201775,55000,55000,0
201711201776,121000,121000,0
201711201777,66000,66000,0
201711201778,55000,55000,0
201711201779,44000,44000,0
201711201780,110000,110000,0
201711201781,77000,77000,0
201711201782,55000,55000,0
201711201783,99000,99000,0
201711201784,55000,55000,0
201711201785,55000,55000,0
201711201786,77000,77000,0
201711201787,66000,66000,0
201711201788,77000,77000,0
201711201789,77000,77000,0
201711201790,77000,77000,0
201711201791,99000,99000,0
201711201792,77000,77000,0
201711201793,55000,55000,0
201711201794,58000,58000,0
201711201795,121000,121000,0
201711201796,55000,55000,0
201711201797,77000,77000,0
201711201798,77000,77000,0
201711201799,77000,77000,0
201711201800,110000,110000,0
201711201801,77000,77000,0
201711201802,143000,143000,0
201711201803,77000,77000,0
201711201804,55000,55000,0
201711201805,44000,44000,0
201711201806,44000,44000,0
201711201807,77000,77000,0
201711201808,55000,55000,0
201711201809,99000,99000,0
201711201810,77000,77000,0
201711201811,55000,55000,0
201711201812,66000,66000,0
201711201813,110000,110000,0
201711201814,55000,55000,0
201711201815,55000,55000,0
201711201816,55000,55000,0
201711201817,77000,77000,0
201711201818,55000,55000,0
201711201819,55000,55000,0
201711201820,55000,55000,0
201711201821,77000,77000,0
201711201822,77000,77000,0
201711201823,77000,77000,0
201711201824,77000,77000,0
201711201825,55000,55000,0
201711201826,55000,55000,0
201711201827,55000,55000,0
201711201828,121000,121000,0
201711201829,55000,55000,0
201711201830,55000,55000,0
201711201831,55000,55000,0
201711201832,55000,55000,0
201711201833,77000,77000,0
201711201834,55000,55000,0
201711201835,77000,77000,0
201711201836,77000,77000,0
201711201837,176000,176000,0
201711201838,77000,77000,0
201711201839,55000,55000,0
201711201840,77000,77000,0
201711201841,55000,55000,0
201711201842,55000,55000,0
201711201843,99000,99000,0
201711201844,143000,143000,0
201711201845,143000,143000,0
201711201846,55000,55000,0
201711201847,77000,77000,0
201711201848,66000,66000,0
201711201849,44000,44000,0
201711201850,55000,55000,0
201711201851,77000,77000,0
201711201852,66000,66000,0
201711201853,88000,88000,0
201711201854,154000,154000,0
201711201855,330000,330000,0
201711201856,187000,187000,0
201711201857,225000,225000,0
201711201858,55000,55000,0
201711201859,110000,110000,0
201711201860,55000,55000,0
201711201861,55000,55000,0
201711201862,66000,66000,0
201711201863,55000,55000,0
201711201864,55000,55000,0
201711201865,55000,55000,0
201711201866,55000,55000,0
201711201867,121000,121000,0
201711201868,55000,55000,0
201711201869,55000,55000,0
201711201870,77000,77000,0
201711201871,55000,55000,0
201711201872,55000,55000,0
201711201873,77000,77000,0
201711201874,66000,66000,0
201711201875,77000,77000,0
201711201876,44000,44000,0
201711201877,77000,77000,0
201711201878,55000,55000,0
201711201879,55000,55000,0
201711201880,77000,77000,0
201711201881,77000,77000,0
201711201882,55000,55000,0
201711201883,55000,55000,0
201711201884,55000,55000,0
201711201885,55000,55000,0
201711201886,55000,55000,0
201711201887,77000,77000,0
201711201888,77000,77000,0
201711201889,165000,165000,0
201711201890,77000,77000,0
201711201891,88000,88000,0
201711201892,55000,55000,0
201711201893,88000,88000,0
201711201894,55000,55000,0
201711201895,55000,55000,0
201711201896,77000,77000,0
201711201897,55000,55000,0
201711201898,55000,55000,0
201711201899,55000,55000,0
201711201900,55000,55000,0
201711201901,55000,55000,0
201711201902,55000,55000,0
201711201903,77000,77000,0
201711201904,99000,99000,0
201711201905,44000,44000,0
201711201906,55000,55000,0
201711201907,77000,77000,0
201711201908,55000,55000,0
201711201909,55000,55000,0
201711201910,55000,55000,0
201711201911,55000,55000,0
201711201912,77000,77000,0
201711201913,165000,165000,0
201711201914,55000,55000,0
201711201915,55000,55000,0
201711201916,55000,55000,0
201711201917,77000,77000,0
201711201918,77000,77000,0
201711201919,55000,55000,0
201711201920,121000,121000,0
201711201921,55000,55000,0
201711201922,55000,55000,0
201711201923,44000,44000,0
201711201924,55000,55000,0
201711201925,77000,77000,0
201711201926,99000,99000,0
201711201927,55000,55000,0
201711201928,55000,55000,0
201711201929,55000,55000,0
201711201930,110000,110000,0
201711201931,55000,55000,0
201711201932,99000,99000,0
201711201933,121000,121000,0
201711201934,99000,99000,0
201711201935,66000,66000,0
201711201936,77000,77000,0
201711201937,66000,66000,0
201711201938,55000,55000,0
201711201939,77000,77000,0
201711201940,55000,55000,0
201711201941,99000,99000,0
201711201942,55000,55000,0
201711201943,66000,66000,0
201711201944,77000,77000,0
201711201945,132000,132000,0
201711201946,55000,55000,0
201711201947,99000,99000,0
201711201948,55000,55000,0
201711201949,77000,77000,0
201711201950,55000,55000,0
201711201951,198000,198000,0
201711201952,55000,55000,0
201711201953,110000,110000,0
201711201954,55000,55000,0
201711201955,66000,66000,0
201711201956,99000,99000,0
201711201957,66000,66000,0
201711201958,55000,55000,0
201711201959,55000,55000,0
201711201960,88000,88000,0
201711201961,55000,55000,0
201711201962,55000,55000,0
201711201963,55000,55000,0
201711201964,55000,55000,0
201711201965,55000,55000,0
201711201966,55000,55000,0
201711201967,55000,55000,0
201711201968,220000,220000,0
201711201969,77000,77000,0
201711201970,66000,66000,0
201711201971,55000,55000,0
201711201972,77000,77000,0
201711201973,132000,132000,0
201711201974,88000,88000,0
201711201975,55000,55000,0
201711201976,99000,99000,0
201711201977,55000,55000,0
201711201978,77000,77000,0
201711201979,55000,55000,0
201711201980,55000,55000,0
201711201981,55000,55000,0
201711201982,88000,88000,0
201711201983,209000,209000,0
201711201984,55000,55000,0
201711201985,110000,110000,0
201711201986,55000,55000,0
201711201987,55000,55000,0
201711201988,55000,55000,0
201711201989,77000,77000,0
201711201990,55000,55000,0
201711201991,77000,77000,0
201711201992,55000,55000,0
201711201993,44000,44000,0
201711201994,55000,55000,0
201711201995,55000,55000,0
201711201996,55000,55000,0
201711201997,55000,55000,0
201711201998,77000,77000,0
201711201999,55000,55000,0
201711202000,77000,77000,0
201711202001,55000,55000,0
201711202002,55000,55000,0
201711202003,253000,253000,0
201711202004,110000,110000,0
201711202005,55000,55000,0
201711202006,55000,55000,0
201711202007,99000,99000,0
201711202008,55000,55000,0
201711202009,55000,55000,0
201711202010,77000,77000,0
201711202011,55000,55000,0
201711202012,55000,55000,0
201711202013,55000,55000,0
201711202014,77000,77000,0
201711202015,253000,253000,0
201711202016,77000,77000,0
201711202017,99000,99000,0
201711202018,55000,55000,0
201711202019,187000,187000,0
201711202020,143000,143000,0
201711202021,143000,143000,0
201711202022,55000,55000,0
201711202023,77000,77000,0
201711202024,55000,55000,0
201711202025,99000,99000,0
201711202026,77000,77000,0
201711202027,110000,110000,0
201711202028,55000,55000,0
201711202029,55000,55000,0
201711202030,77000,77000,0
201711202031,55000,55000,0
201711202032,55000,55000,0
201711202033,55000,55000,0
201711202034,66000,66000,0
201711202035,77000,77000,0
201711202036,65000,65000,0
201711202037,77000,77000,0
201711202038,55000,55000,0
201711202039,132000,132000,0
201711202040,165000,165000,0
201711202041,55000,55000,0
201711202042,77000,77000,0
201711202043,77000,77000,0
201711202044,88000,88000,0
201711202045,77000,77000,0
201711202046,55000,55000,0
201711202047,77000,77000,0
201711202048,132000,132000,0
201711202049,77000,77000,0
201711202050,55000,55000,0
201711202051,99000,99000,0
201711202052,55000,55000,0
201711202053,55000,55000,0
201711202054,115500,115500,0
201711202055,110000,110000,0
201711202056,55000,55000,0
201711202057,121000,121000,0
201711202058,44000,44000,0
201711202059,88000,88000,0
201711202060,121000,121000,0
201711202061,77000,77000,0
201711202062,77000,77000,0
201711202063,121000,121000,0
201711202064,77000,77000,0
201711202065,77000,77000,0
201711202066,55000,55000,0
201711202067,55000,55000,0
201711202068,200000,200000,0
201711202069,55000,55000,0
201711202070,55000,55000,0
201711202071,55000,55000,0
201711202072,55000,55000,0
201711202073,66000,66000,0
201711202074,55000,55000,0
201711202075,88000,88000,0
201711202076,66000,66000,0
201711202077,55000,55000,0
201711202078,55000,55000,0
201711202079,55000,55000,0
201711202080,77000,77000,0
201711202081,110000,110000,0
201711202082,176000,176000,0
201711202083,77000,77000,0
201711202084,77000,77000,0
201711202085,55000,55000,0
201711202086,176000,176000,0
201711202087,55000,55000,0
201711202088,55000,55000,0
201711202089,77000,77000,0
201711202090,55000,55000,0
201711202091,55000,55000,0
201711202092,77000,77000,0
201711202093,55000,55000,0
201711202094,55000,55000,0
201711202095,99000,99000,0
201711202096,55000,55000,0
201711202097,77000,77000,0
201711202098,500000,500000,0
201711202099,55000,55000,0
201711202100,55000,55000,0
201711202101,88000,88000,0
201711202102,77000,77000,0
201711202103,55000,55000,0
201711202104,99000,99000,0
201711202105,55000,55000,0
201711202106,55000,55000,0
201711202107,99000,99000,0
201711202108,99000,99000,0
201711202109,55000,55000,0
201711202110,99000,99000,0
201711202111,55000,55000,0
201711202112,55000,55000,0
201711202113,55000,55000,0
201711202114,250000,250000,0
201711202115,55000,55000,0
201711202116,77000,77000,0
201711202117,55000,55000,0
201711202118,44000,44000,0
201711202119,55000,55000,0
201711202120,55000,55000,0
201711202121,77000,77000,0
201711202122,143000,143000,0
201711202123,77000,77000,0
201711202124,55000,55000,0
201711202125,77000,77000,0
201711202126,55000,55000,0
201711202127,77000,77000,0
201711202128,110000,110000,0
201711202129,55000,55000,0
201711202130,88000,88000,0
201711202131,77000,77000,0
201711202132,77000,77000,0
201711202133,132000,132000,0
201711202134,55000,55000,0
201711202135,77000,77000,0
201711202136,44000,44000,0
201711202137,55000,55000,0
201711202138,66000,66000,0
201711202139,55000,55000,0
201711202140,77000,77000,0
201711202141,55000,55000,0
201711202142,55000,55000,0
201711202143,55000,55000,0
201711202144,55000,55000,0
201711202145,110000,110000,0
201711202146,66000,66000,0
201711202147,55000,55000,0
201711202148,55000,55000,0
201711202149,110000,110000,0
201711202150,77000,77000,0
201711202151,55000,55000,0
201711202152,55000,55000,0
201711202153,55000,55000,0
201711202154,55000,55000,0
201711202155,55000,55000,0
201711202156,55000,55000,0
201711202157,55000,55000,0
201711202158,55000,55000,0
201711202159,77000,77000,0
201711202160,77000,77000,0
201711202161,66000,66000,0
201711202162,77000,77000,0
201711202163,55000,55000,0
201711202164,77000,77000,0
201711202165,77000,77000,0
201711202166,66000,66000,0
201711202167,110000,110000,0
201711202168,55000,55000,0
201711202169,132000,132000,0
201711202170,55000,55000,0
201711202171,55000,55000,0
201711202172,55000,55000,0
201711202173,55000,55000,0
201711202174,50000,50000,0
201711202175,55000,55000,0
201711202176,55000,55000,0
201711202177,77000,77000,0
201711202178,88000,88000,0
201711202179,55000,55000,0
201711202180,66000,66000,0
201711202181,55000,55000,0
201711202182,55000,55000,0
201711202183,88000,88000,0
201711202184,55000,55000,0
201711202185,66000,66000,0
201711202186,55000,55000,0
201711202187,44000,44000,0
201711202188,55000,55000,0
201711202189,77000,77000,0
201711202190,77000,77000,0
201711202191,60500,60500,0
201711202192,154000,154000,0
201711202193,55000,55000,0
201711202194,77000,77000,0
201711202195,77000,77000,0
201711202196,143000,143000,0
201711202197,55000,55000,0
201711202198,88000,88000,0
201711202199,66000,66000,0
201711202200,55000,55000,0
201711202201,231000,231000,0
201711202202,200000,200000,0
201711202203,165000,165000,0
201711202204,99000,99000,0
201711202205,55000,55000,0
201711202206,55000,55000,0
201711202207,55000,55000,0
201711202208,143000,143000,0
201711202209,55000,55000,0
201711202210,77000,77000,0
201711202211,77000,77000,0
201711202212,77000,77000,0
201711202213,55000,55000,0
201711202214,55000,55000,0
201711202215,88000,88000,0
201711202216,77000,77000,0
201711202217,55000,55000,0
201711202218,77000,77000,0
201711202219,55000,55000,0
201711202220,55000,55000,0
201711202221,55000,55000,0
201711202222,77000,77000,0
201711202223,55000,55000,0
201711202224,55000,55000,0
201711202225,132000,132000,0
201711202226,55000,55000,0
201711202227,77000,77000,0
201711202228,55000,55000,0
201711202229,77000,77000,0
201711202230,145000,145000,0
201711202231,66000,66000,0
201711202232,99000,99000,0
201711202233,110000,110000,0
201711202234,55000,55000,0
201711202235,253000,253000,0
201711202236,55000,55000,0
201711202237,55000,55000,0
201711202238,110000,110000,0
201711202239,99000,99000,0
201711202240,187000,187000,0
201711202241,55000,55000,0
201711202242,77000,77000,0
201711202243,55000,55000,0
201711202244,132000,132000,0
201711202245,77000,77000,0
201711202246,55000,55000,0
201711202247,77000,77000,0
201711202248,55000,55000,0
201711202249,99000,99000,0
201711202250,77000,77000,0
201711202251,66000,66000,0
201711202252,121000,121000,0
201711202253,110000,110000,0
201711202254,99000,99000,0
201711202255,99000,99000,0
201711202256,77000,77000,0
201711202257,55000,55000,0
201711202258,121000,121000,0
201711202259,99000,99000,0
201711202260,55000,55000,0
201711202261,99000,99000,0
201711202262,55000,55000,0
201711202263,121000,121000,0
201711202264,77000,77000,0
201711202265,55000,55000,0
201711202266,55000,55000,0
201711202267,88000,88000,0
201711202268,44000,44000,0
201711202269,55000,55000,0
201711202270,77000,77000,0
201711202271,77000,77000,0
201711202272,77000,77000,0
201711202273,55000,55000,0
201711202274,77000,77000,0
201711202275,110000,110000,0
201711202276,77000,77000,0
201711202277,190000,190000,0
201711202278,55000,55000,0
201711202279,55000,55000,0
201711202280,110000,110000,0
201711202281,77000,77000,0
201711202282,77000,77000,0
201711202283,88000,88000,0
201711202284,77000,77000,0
201711202285,165000,165000,0
201711202286,88000,88000,0
201711202287,88000,88000,0
201711202288,121000,121000,0
201711202289,88000,88000,0
201711202290,88000,88000,0
201711202291,55000,55000,0
201711202292,55000,55000,0
201711202293,77000,77000,0
201711202294,440000,440000,0
201711202295,33000,33000,0
201711202296,132000,132000,0
201711202297,165000,165000,0
201711202298,187000,187000,0
201711202299,121000,121000,0
201711202300,121000,121000,0
201711202301,77000,77000,0
201711202302,55000,55000,0
201711202303,55000,55000,0
201711202304,88000,88000,0
201711202305,220000,220000,0
201711202306,77000,77000,0
201711202307,88000,88000,0
201711202308,65000,65000,0
201711202309,99000,99000,0
201711202310,77000,77000,0
201711202311,55000,55000,0
201711202312,55000,55000,0
201711202313,55000,55000,0
201711202314,77000,77000,0
201711202315,77000,77000,0
201711202316,77000,77000,0
201711202317,330000,330000,0
201711202318,209000,209000,0
201711202319,99000,99000,0
201711202320,176000,176000,0
201711202321,88000,88000,0
201711202322,55000,55000,0
201711202323,88000,88000,0
201711202324,55000,55000,0
201711202325,55000,55000,0
201711202326,227500,227500,0
201711202327,121000,121000,0
201711202328,55000,55000,0
201711202329,55000,55000,0
201711202330,88000,88000,0
201711202331,33000,33000,0
201711202332,77000,77000,0
201711202333,33000,33000,0
201711202334,44000,44000,0
201711202335,55000,55000,0
201711202336,77000,77000,0
201711202337,77000,77000,0
201711202338,77000,77000,0
201711202339,55000,55000,0
201711202340,55000,55000,0
201711202341,55000,55000,0
201711202342,55000,55000,0
201711202343,77000,77000,0
201711202344,55000,55000,0
201711202345,55000,55000,0
201711202346,55000,55000,0
201711202347,77000,77000,0
201711202348,55000,55000,0
201711202349,55000,55000,0
201711202350,99000,99000,0
201711202351,77000,77000,0
201711202352,55000,55000,0
201711202353,55000,55000,0
201711202354,55000,55000,0
201711202355,55000,55000,0
201711202356,66000,66000,0
201711202357,55000,55000,0
201711202358,100000,100000,0
201711202359,121000,121000,0
201711202360,77000,77000,0
201711202361,190000,190000,0
201711202362,55000,55000,0
201711202363,44000,44000,0
201711202364,55000,55000,0
201711202365,66000,66000,0
201711202366,250000,250000,0
201711202367,132000,132000,0
201711202368,77000,77000,0
201711202369,121000,121000,0
201711202370,128700,128700,0
201711202371,55000,55000,0
201711202372,77000,77000,0
201711202373,77000,77000,0
201711202374,121000,121000,0
201711202375,88000,88000,0
201711202376,220000,220000,0
201711202377,253000,253000,0
201711202378,77000,77000,0
201711202379,88000,88000,0
201711202380,55000,55000,0
201711202381,55000,55000,0
201711202382,77000,77000,0
201711202383,66000,66000,0
201711202384,77000,77000,0
201711202385,88000,88000,0
201711202386,297000,297000,0
201711202387,77000,77000,0
201711202388,110000,110000,0
201711202389,66000,66000,0
201711202390,77000,77000,0
201711202391,121000,121000,0
201711202392,110000,110000,0
201711202393,110000,110000,0
201711202394,143000,143000,0
201711202395,55000,55000,0
201711202396,55000,55000,0
201711202397,55000,55000,0
201711202398,33000,33000,0
201711202399,55000,55000,0
201711202400,77000,77000,0
201711202401,80000,80000,0
201711202402,110000,110000,0
201711202403,77000,77000,0
201711202404,44000,44000,0
201711202405,165000,165000,0
201711202406,110000,110000,0
201711202407,110000,110000,0
201711202408,121000,121000,0
201711202409,88000,88000,0
201711202410,77000,77000,0
201711202411,121000,121000,0
201711202412,154000,154000,0
201711202413,77000,77000,0
201711202414,187000,187000,0
201711202415,110000,110000,0
201711202416,55000,55000,0
201711202417,55000,55000,0
201711202418,55000,55000,0
201711202419,132000,132000,0
201711202420,110000,110000,0
201711202421,99000,99000,0
201711202422,88000,88000,0
201711202423,55000,55000,0
201711202424,77000,77000,0
201711202425,77000,77000,0
201711202426,110000,110000,0
201711202427,66000,66000,0
201711202428,55000,55000,0
201711202429,77000,77000,0
201711202430,110000,110000,0
201711202431,77000,77000,0
201711202432,88000,88000,0
201711202433,121000,121000,0
201711202434,55000,55000,0
201711202435,110000,110000,0
201711202436,55000,55000,0
201711202437,55000,55000,0
201711202438,55000,55000,0
201711202439,55000,55000,0
201711202440,77000,77000,0
201711202441,55000,55000,0
201711202442,55000,55000,0
201711202443,120000,120000,0
201711202444,88000,88000,0
201711202445,396000,396000,0
201711202446,77000,77000,0
201711202447,154000,154000,0
201711202448,132000,132000,0
201711202449,77000,77000,0
201711202450,99000,99000,0
201711202451,99000,99000,0
201711202452,275000,275000,0
201711202453,77000,77000,0
201711202454,55000,55000,0
201711202455,99000,99000,0
201711202456,473000,473000,0
201711202457,88000,88000,0
201711202458,198000,198000,0
201711202459,132000,132000,0
201711202460,77000,77000,0
201711202461,66000,66000,0
201711202462,55000,55000,0
201711202463,121000,121000,0
201711202464,248000,248000,0
201711202465,176000,176000,0
201711202466,71500,71500,0
201711202467,100000,100000,0
201711202468,77000,77000,0
201711202469,55000,55000,0
201711202470,55000,55000,0
201711202471,198000,198000,0
201711202472,77000,77000,0
201711202473,88000,88000,0
201711202474,77000,77000,0
201711202475,150000,150000,0
201711202476,55000,55000,0
201711202477,77000,77000,0
201711202478,77000,77000,0
201711202479,55000,55000,0
201711202480,77000,77000,0
201711202481,99000,99000,0
201711202482,121000,121000,0
201711202483,66000,66000,0
201711202484,110000,110000,0
201711202485,121000,121000,0
201711202486,176000,176000,0
201711202487,88000,88000,0
201711202488,77000,77000,0
201711202489,55000,55000,0
201711202490,132000,132000,0
201711202491,44000,44000,0
201711202492,77000,77000,0
201711202493,55000,55000,0
201711202494,55000,55000,0
201711202495,77000,77000,0
201711202496,77000,77000,0
201711202497,55000,55000,0
201711202498,55000,55000,0
201711202499,77000,77000,0
201711202500,77000,77000,0
201711202501,77000,77000,0
201711202502,55000,55000,0
201711202503,77000,77000,0
201711202504,77000,77000,0
201711202505,66000,66000,0
201711202506,55000,55000,0
201711202507,154000,154000,0
201711202508,77000,77000,0
201711202509,121000,121000,0
201711202510,77000,77000,0
201711202511,44000,44000,0
201711202512,55000,55000,0
201711202513,55000,55000,0
201711202514,55000,55000,0
201711202515,77000,77000,0
201711202516,196000,196000,0
201711202517,99000,99000,0
201711202518,88000,88000,0
201711202519,156000,156000,0
201711202520,55000,55000,0
201711202521,55000,55000,0
201711202522,55000,55000,0
201711202523,88000,88000,0
201711202524,164000,164000,0
201711202525,55000,55000,0
201711202526,55000,55000,0
201711202527,55000,55000,0
201711202528,88000,88000,0
201711202529,77000,77000,0
201711202530,121000,121000,0
201711202531,121000,121000,0
201711202532,77000,77000,0
201711202533,110000,110000,0
201711202534,55000,55000,0
201711202535,77000,77000,0
201711202536,99000,99000,0
201711202537,77000,77000,0
201711202538,77000,77000,0
201711202539,77000,77000,0
201711202540,77000,77000,0
201711202541,44000,44000,0
201711202542,99000,99000,0
201711202543,77000,77000,0
201711202544,55000,55000,0
201711202545,55000,55000,0
201711202546,121000,121000,0
201711202547,55000,55000,0
201711202548,55000,55000,0
201711202549,55000,55000,0
201711202550,55000,55000,0
201711202551,55000,55000,0
201711202552,77000,77000,0
201711202553,286000,286000,0
201711202554,77000,77000,0
201711202555,99000,99000,0
201711202556,55000,55000,0
201711202557,55000,55000,0
201711202558,77000,77000,0
201711202559,55000,55000,0
201711202560,110000,110000,0
201711202561,55000,55000,0
201711202562,55000,55000,0
201711202563,55000,55000,0
201711202564,55000,55000,0
201711202565,55000,55000,0
201711202566,55000,55000,0
201711202567,55000,55000,0
201711202568,66000,66000,0
201711202569,154000,154000,0
201711202570,55000,55000,0
201711202571,77000,77000,0
201711202572,99000,99000,0
201711202573,55000,55000,0
201711202574,232000,232000,0
201711202575,55000,55000,0
201711202576,88000,88000,0
201711202577,77000,77000,0
201711202578,66000,66000,0
201711202579,55000,55000,0
201711202580,132000,132000,0
201711202581,66000,66000,0
201711202582,55000,55000,0
201711202583,55000,55000,0
201711202584,55000,55000,0
201711202585,99000,99000,0
201711202586,55000,55000,0
201711202587,77000,77000,0
201711202588,55000,55000,0
201711202589,77000,77000,0
201711202590,55000,55000,0
201711202591,77000,77000,0
201711202592,55000,55000,0
201711202593,110000,110000,0
201711202594,77000,77000,0
201711202595,66000,66000,0
201711202596,99000,99000,0
201711202597,77000,77000,0
201711202598,55000,55000,0
201711202599,165000,165000,0
201711202600,99000,99000,0
201711202601,143000,143000,0
201711202602,100000,100000,0
201711202603,55000,55000,0
201711202604,55000,55000,0
201711202605,77000,77000,0
201711202606,55000,55000,0
201711202607,77000,77000,0
201711202608,143000,143000,0
201711202609,77000,77000,0
201711202610,176000,176000,0
201711202611,154000,154000,0
201711202612,77000,77000,0
201711202613,55000,55000,0
201711202614,90000,90000,0
201711202615,55000,55000,0
201711202616,55000,55000,0
201711202617,55000,55000,0
201711202618,55000,55000,0
201711202619,55000,55000,0
201711202620,66000,66000,0
201711202621,77000,77000,0
201711202622,55000,55000,0
201711202623,143000,143000,0
201711202624,55000,55000,0
201711202625,88000,88000,0
201711202626,77000,77000,0
201711202627,88000,88000,0
201711202628,55000,55000,0
201711202629,55000,55000,0
201711202630,66000,66000,0
201711202631,88000,88000,0
201711202632,99000,99000,0
201711202633,88000,88000,0
201711202634,55000,55000,0
201711202635,99000,99000,0
201711202636,198000,198000,0
201711202637,77000,77000,0
201711202638,132000,132000,0
201711202639,77000,77000,0
201711202640,99000,99000,0
201711202641,55000,55000,0
201711202642,77000,77000,0
201711202643,132000,132000,0
201711202644,55000,55000,0
201711202645,77000,77000,0
201711202646,143000,143000,0
201711202647,88000,88000,0
201711202648,55000,55000,0
201711202649,77000,77000,0
201711202650,154000,154000,0
201711202651,77000,77000,0
201711202652,77000,77000,0
201711202653,99000,99000,0
201711202654,99000,99000,0
201711202655,77000,77000,0
201711202656,268000,268000,0
201711202657,55000,55000,0
201711202658,55000,55000,0
201711202659,88000,88000,0
201711202660,55000,55000,0
201711202661,99000,99000,0
201711202662,99000,99000,0
201711202663,77000,77000,0
201711202664,55000,55000,0
201711202665,55000,55000,0
201711202666,143000,143000,0
201711202667,77000,77000,0
201711202668,110000,110000,0
201711202669,55000,55000,0
201711202670,77000,77000,0
201711202671,55000,55000,0
201711202672,44000,44000,0
201711202673,77000,77000,0
201711202674,77000,77000,0
201711202675,77000,77000,0
201711202676,55000,55000,0
201711202677,77000,77000,0
201711202678,55000,55000,0
201711202679,99000,99000,0
201711202680,55000,55000,0
201711202681,55000,55000,0
201711202682,55000,55000,0
201711202683,55000,55000,0
201711202684,77000,77000,0
201711202685,77000,77000,0
201711202686,66000,66000,0
201711202687,77000,77000,0
201711202688,55000,55000,0
201711202689,110000,110000,0
201711202690,77000,77000,0
201711202691,88000,88000,0
201711202692,429000,429000,0
201711202693,55000,55000,0
201711202694,88000,88000,0
201711202695,231000,231000,0
201711202696,55000,55000,0
201711202697,88000,88000,0
201711202698,55000,55000,0
201711202699,50000,50000,0
201711202700,55000,55000,0
201711202701,55000,55000,0
201711202702,55000,55000,0
201711202703,99000,99000,0
201711202704,77000,77000,0
201711202705,77000,77000,0
201711202706,55000,55000,0
201711202707,110000,110000,0
201711202708,99000,99000,0
201711202709,55000,55000,0
201711202710,44000,44000,0
201711202711,55000,55000,0
201711202712,88000,88000,0
201711202713,55000,55000,0
201711202714,55000,55000,0
201711202715,55000,55000,0
201711202716,55000,55000,0
201711202717,44000,44000,0
201711202718,55000,55000,0
201711202719,55000,55000,0
201711202720,500000,500000,0
201711202721,262000,262000,0
201711202722,55000,55000,0
201711202723,55000,55000,0
201711202724,55000,55000,0
201711202725,143000,143000,0
201711202726,55000,55000,0
201711202727,77000,77000,0
201711202728,55000,55000,0
201711202729,55000,55000,0
201711202730,55000,55000,0
201711202731,55000,55000,0
201711202732,55000,55000,0
201711202733,55000,55000,0
201711202734,77000,77000,0
201711202735,44000,44000,0
201711202736,66000,66000,0
201711202737,99000,99000,0
201711202738,99000,99000,0
201711202739,55000,55000,0
201711202740,55000,55000,0
201711202741,44000,44000,0
201711202742,88000,88000,0
201711202743,121000,121000,0
201711202744,44000,44000,0
201711202745,55000,55000,0
201711202746,55000,55000,0
201711202747,55000,55000,0
201711202748,55000,55000,0
201711202749,55000,55000,0
201711202750,121000,121000,0
201711202751,110000,110000,0
201711202752,198000,198000,0
201711202753,77000,77000,0
201711202754,55000,55000,0
201711202755,99000,99000,0
201711202756,77000,77000,0
201711202757,88000,88000,0
201711202758,77000,77000,0
201711202759,354000,354000,0
201711202760,385000,385000,0
201711202761,66000,66000,0
201711202762,80000,80000,0
201711202763,363000,363000,0
201711202764,88000,88000,0
201711202765,80000,80000,0
201711202766,100000,100000,0
201711202767,165000,165000,0
201711202768,77000,77000,0
201711202769,55000,55000,0
201711202770,55000,55000,0
201711202771,77000,77000,0
201711202772,55000,55000,0
201711202773,77000,77000,0
201711202774,99000,99000,0
201711202775,240000,240000,0
201711202776,110000,110000,0
201711202777,99000,99000,0
201711202778,99000,99000,0
201711202779,143000,143000,0
201711202780,99000,99000,0
201711202781,66000,66000,0
201711202782,143000,143000,0
201711202783,77000,77000,0
201711202784,242000,242000,0
201711202785,121000,121000,0
201711202786,55000,55000,0
201711202787,66000,66000,0
201711202788,99000,99000,0
201711202789,55000,55000,0
201711202790,99000,99000,0
201711202791,55000,55000,0
201711202792,55000,55000,0
201711202793,121000,121000,0
201711202794,55000,55000,0
201711202795,77000,77000,0
201711202796,55000,55000,0
201711202797,55000,55000,0
201711202798,132000,132000,0
201711202799,55000,55000,0
201711202800,55000,55000,0
201711202801,77000,77000,0
201711202802,55000,55000,0
201711202803,110000,110000,0
201711202804,99000,99000,0
201711202805,55000,55000,0
201711202806,77000,77000,0
201711202807,66000,66000,0
201711202808,100000,100000,0
201711202809,55000,55000,0
201711202810,55000,55000,0
201711202811,55000,55000,0
201711202812,55000,55000,0
201711202813,77000,77000,0
201711202814,110000,110000,0
201711202815,55000,55000,0
201711202816,66000,66000,0
